invoice,group_itemDescription
1162_032014,"{'cosmetics', 'juice', 'fruit', 'alcohol'}"
1162_052014,"{'energy drinks', 'alcohol'}"
1162_062015,"{'fruit', 'alcohol'}"
1162_082014,"{'alcohol', 'other foods'}"
1163_042014,"{'vegetables', 'grains'}"
1163_112014,"{'meats', 'water'}"
1163_122015,"{'water', 'others', 'other item', 'fruit', 'milk'}"
1164_012015,"{'dairy', 'vegetables'}"
1164_032015,"{'vegetables', 'milk'}"
1165_012014,"{'house facilities', 'other item'}"
1165_022014,"{'vegetables', 'milk'}"
1165_042015,"{'meats', 'sugary', 'other foods'}"
1165_122015,"{'dairy', 'seasoning'}"
1166_022014,"{'vegetables', 'grains'}"
1166_032014,"{'fruit', 'water'}"
1167_012014,"{'vegetables', 'other item'}"
1167_022015,"{'energy drinks', 'other foods'}"
1168_062015,"{'meats', 'vegetables'}"
1168_102014,"{'grains', 'sugary', 'seasoning'}"
1168_112015,"{'alcohol', 'sugary', 'milk'}"
1169_012014,"{'energy drinks', 'vegetables', 'grains', 'other item', 'chemistry products', 'milk'}"
1169_022014,"{'energy drinks', 'other foods'}"
1169_042014,"{'others', 'alcohol', 'water'}"
1169_052014,"{'others', 'house facilities', 'other foods'}"
1169_122014,"{'alcohol', 'sugary'}"
1170_012015,"{'meats', 'fruit'}"
1170_032014,"{'sugary', 'bags'}"
1170_032015,"{'alcohol', 'milk'}"
1170_052014,"{'alcohol', 'milk'}"
1170_092014,"{'fruit', 'other foods'}"
1170_092015,"{'fruit', 'other foods'}"
1170_122015,"{'energy drinks', 'water', 'pet care', 'other item', 'meats', 'milk'}"
1171_012014,"{'energy drinks', 'other foods'}"
1171_012015,"{'other drinks', 'sugary'}"
1171_042014,"{'energy drinks', 'vegetables', 'grains'}"
1171_052015,"{'vegetables', 'water'}"
1173_042014,"{'other foods', 'other item'}"
1173_072014,"{'others', 'sugary'}"
1173_072015,"{'juice', 'alcohol', 'other item'}"
1173_102015,"{'dairy', 'other item'}"
1174_012015,"{'fruit', 'other foods'}"
1174_072014,"{'fruit', 'sugary'}"
1174_112014,"{'vegetables', 'seasoning'}"
1174_112015,"{'juice', 'dairy', 'other item'}"
1174_122014,"{'vegetables', 'bags'}"
1175_022014,"{'meats', 'vegetables'}"
1175_062014,"{'fruit', 'grains', 'sugary'}"
1175_062015,"{'water', 'sugary', 'other item', 'dairy', 'fruit'}"
1175_092014,"{'grains', 'other item'}"
1175_102015,"{'energy drinks', 'alcohol', 'dairy', 'fruit', 'milk', 'bags'}"
1176_032015,"{'fruit', 'milk'}"
1176_042014,"{'energy drinks', 'water', 'seasoning', 'dairy', 'milk'}"
1176_082015,"{'vegetables', 'grains'}"
1176_092014,"{'fruit', 'vegetables'}"
1176_112014,"{'dairy', 'vegetables', 'other foods'}"
1177_102015,"{'grains', 'alcohol', 'sugary', 'other item'}"
1178_032015,"{'energy drinks', 'other item'}"
1178_042015,"{'meats', 'vegetables', 'sugary', 'seasoning'}"
1178_062014,"{'fruit', 'bags'}"
1178_112015,"{'water', 'sugary'}"
1179_082014,"{'energy drinks', 'grains'}"
1179_112014,"{'meats', 'others'}"
1180_022014,"{'vegetables', 'milk'}"
1180_082014,"{'fruit', 'grains'}"
1181_072014,"{'milk', 'alcohol', 'others', 'other item'}"
1181_102014,"{'grains', 'seasoning'}"
1181_112015,"{'meats', 'vegetables'}"
1182_012015,"{'sugary', 'other item', 'meats', 'dairy', 'milk', 'bags'}"
1182_062014,"{'dairy', 'seasoning'}"
1182_092014,"{'alcohol', 'other item'}"
1182_112014,"{'meats', 'sugary', 'seasoning'}"
1182_112015,"{'meats', 'fruit'}"
1183_042015,"{'meats', 'other foods'}"
1183_062015,"{'meats', 'dairy', 'vegetables', 'grains'}"
1183_122015,"{'vegetables', 'grains', 'sugary', 'alcohol', 'meats', 'dairy'}"
1184_062014,"{'milk', 'others', 'other item'}"
1184_062015,"{'vegetables', 'sugary'}"
1185_082014,"{'meats', 'milk', 'other item'}"
1185_082015,"{'fruit', 'sugary'}"
1185_092014,"{'meats', 'alcohol', 'sugary'}"
1186_032014,"{'grains', 'other foods'}"
1186_042014,"{'energy drinks', 'chemistry products'}"
1186_042015,"{'fruit', 'vegetables', 'milk'}"
1186_092014,"{'energy drinks', 'dairy'}"
1187_082014,{'energy drinks'}
1187_092014,"{'fruit', 'other foods'}"
1187_122015,"{'vegetables', 'bags'}"
1188_042014,"{'milk', 'water', 'house facilities'}"
1188_092015,"{'energy drinks', 'milk', 'other item'}"
1188_112014,"{'vegetables', 'alcohol'}"
1189_022014,"{'fruit', 'sugary'}"
1189_042014,"{'dairy', 'alcohol'}"
1190_042014,"{'meats', 'alcohol'}"
1190_052014,"{'energy drinks', 'fruit', 'other item'}"
1190_062014,"{'energy drinks', 'water'}"
1190_102014,"{'vegetables', 'alcohol', 'sugary', 'other foods'}"
1190_102015,"{'grains', 'alcohol'}"
1190_112014,"{'meats', 'vegetables'}"
1190_112015,{'vegetables'}
1191_082015,"{'meats', 'fruit', 'vegetables', 'sugary'}"
1191_102014,"{'fruit', 'grains'}"
1192_092015,"{'juice', 'dairy', 'seasoning'}"
1192_122014,{'grains'}
1193_022014,"{'energy drinks', 'bags'}"
1193_122015,"{'fruit', 'vegetables'}"
1194_012014,"{'milk', 'water', 'sugary'}"
1194_022014,"{'fruit', 'others'}"
1194_052015,"{'dairy', 'energy drinks', 'grains'}"
1195_042015,"{'alcohol', 'others'}"
1195_082014,"{'dairy', 'bags'}"
1195_092015,"{'dairy', 'milk'}"
1196_012014,"{'fruit', 'bags'}"
1196_082014,"{'others', 'other foods'}"
1196_112015,"{'alcohol', 'sugary', 'seasoning', 'other item'}"
1197_012015,"{'meats', 'sugary'}"
1197_032014,"{'grains', 'fruit', 'milk'}"
1197_042015,"{'dairy', 'fruit'}"
1197_112015,"{'vegetables', 'alcohol', 'other foods', 'dairy', 'fruit'}"
1197_122014,"{'other foods', 'other item'}"
1198_012015,"{'vegetables', 'others', 'sugary'}"
1198_032014,"{'fruit', 'others'}"
1198_072014,"{'meats', 'sugary'}"
1199_032014,"{'fruit', 'other item'}"
1199_092015,"{'meats', 'other drinks'}"
1199_102015,"{'vegetables', 'water', 'seasoning', 'other foods'}"
1199_112015,"{'grains', 'milk', 'sugary', 'other item'}"
1200_022014,"{'chemistry products', 'grains'}"
1200_082015,"{'fruit', 'vegetables'}"
1200_092015,"{'meats', 'sugary', 'other item'}"
1201_102014,"{'others', 'milk'}"
1201_112014,"{'energy drinks', 'alcohol'}"
1202_042014,"{'energy drinks', 'other item'}"
1202_042015,"{'dairy', 'other item'}"
1202_072014,"{'dairy', 'other item'}"
1202_072015,"{'energy drinks', 'vegetables', 'grains', 'dairy'}"
1204_042014,"{'energy drinks', 'other drinks'}"
1204_052014,"{'dairy', 'vegetables', 'milk', 'grains'}"
1204_062014,"{'grains', 'other item'}"
1204_072015,"{'dairy', 'fruit'}"
1204_112015,"{'meats', 'fruit', 'alcohol', 'vegetables'}"
1204_122014,"{'chemistry products', 'sugary'}"
1205_032015,"{'dairy', 'milk', 'sugary'}"
1205_042014,"{'milk', 'other item'}"
1205_122014,"{'dairy', 'grains', 'water', 'other foods'}"
1206_022015,"{'meats', 'pet care'}"
1206_032014,"{'cosmetics', 'fruit', 'others'}"
1206_052015,"{'energy drinks', 'vegetables', 'grains', 'seasoning', 'other item', 'meats', 'chemistry products', 'milk'}"
1207_042014,"{'meats', 'vegetables', 'bags'}"
1207_092014,"{'dairy', 'milk', 'grains'}"
1207_112015,"{'meats', 'milk'}"
1208_032014,"{'dairy', 'water'}"
1208_082015,"{'meats', 'alcohol', 'other item', 'bags'}"
1208_102014,"{'meats', 'dairy', 'other item'}"
1208_122015,"{'fruit', 'milk'}"
1209_012014,"{'meats', 'sugary'}"
1209_052014,"{'dairy', 'bags'}"
1209_082014,"{'meats', 'grains'}"
1209_112014,"{'juice', 'dairy', 'grains'}"
1211_042015,"{'vegetables', 'milk'}"
1211_052015,"{'other foods', 'fruit', 'sugary', 'other item'}"
1211_092014,"{'dairy', 'other foods'}"
1211_102015,"{'meats', 'dairy', 'sugary'}"
1211_122014,"{'other foods', 'others', 'sugary', 'milk'}"
1212_032014,"{'fruit', 'seasoning'}"
1212_052014,"{'other foods', 'other item'}"
1212_062015,"{'fruit', 'pet care'}"
1212_072015,{'vegetables'}
1213_032015,"{'grains', 'sugary', 'other foods', 'other item', 'meats', 'others'}"
1213_072015,"{'juice', 'other foods'}"
1213_092015,"{'fruit', 'alcohol'}"
1214_082014,"{'grains', 'sugary'}"
1214_102015,"{'meats', 'dairy', 'fruit'}"
1215_012015,"{'grains', 'fruit', 'vegetables', 'dairy'}"
1215_042014,"{'dairy', 'seasoning'}"
1215_072014,"{'fruit', 'vegetables', 'bags'}"
1216_042015,"{'meats', 'vegetables'}"
1216_062015,"{'grains', 'alcohol'}"
1216_072014,"{'fruit', 'grains'}"
1216_082015,"{'energy drinks', 'vegetables', 'grains', 'water', 'others', 'other foods', 'fruit', 'milk'}"
1217_022015,"{'grains', 'milk', 'pet care'}"
1217_032014,"{'fruit', 'water'}"
1217_072014,"{'milk', 'seasoning'}"
1218_052014,"{'meats', 'dairy', 'bags'}"
1218_052015,"{'meats', 'dairy', 'milk'}"
1218_062015,"{'juice', 'vegetables'}"
1218_072014,{'meats'}
1218_082014,{'fruit'}
1218_082015,"{'meats', 'fruit', 'other item'}"
1218_122015,"{'meats', 'fruit', 'milk', 'others'}"
1219_022014,"{'grains', 'alcohol'}"
1219_032014,"{'energy drinks', 'alcohol'}"
1220_012015,"{'alcohol', 'sugary', 'other foods'}"
1220_082015,{'grains'}
1220_092015,"{'vegetables', 'grains', 'sugary', 'cosmetics', 'other item', 'others', 'milk'}"
1220_112014,"{'meats', 'grains'}"
1220_122015,"{'meats', 'sugary'}"
1221_112014,"{'water', 'seasoning'}"
1222_072015,"{'energy drinks', 'alcohol'}"
1222_092015,"{'vegetables', 'milk'}"
1223_052014,"{'dairy', 'fruit', 'milk'}"
1223_092014,{'other foods'}
1223_112014,"{'dairy', 'fruit', 'grains'}"
1223_112015,"{'meats', 'alcohol'}"
1224_082014,"{'milk', 'sugary'}"
1224_092014,"{'meats', 'sugary'}"
1225_022014,"{'grains', 'other item'}"
1225_022015,"{'other foods', 'chemistry products', 'milk', 'bags'}"
1225_032014,"{'dairy', 'grains', 'sugary', 'milk'}"
1225_032015,"{'dairy', 'vegetables', 'alcohol', 'sugary'}"
1225_052015,"{'grains', 'others'}"
1225_112014,"{'energy drinks', 'milk', 'seasoning'}"
1226_042015,"{'dairy', 'grains'}"
1226_122015,"{'energy drinks', 'grains', 'sugary', 'seasoning', 'other foods', 'other item', 'fruit'}"
1227_082014,"{'dairy', 'other foods'}"
1228_022015,"{'alcohol', 'others', 'other drinks'}"
1229_032014,"{'vegetables', 'grains', 'other item'}"
1229_032015,"{'meats', 'others', 'other foods'}"
1229_072014,"{'grains', 'seasoning'}"
1230_012015,"{'energy drinks', 'milk'}"
1230_032014,"{'dairy', 'alcohol'}"
1230_052015,"{'meats', 'other foods'}"
1230_062015,"{'vegetables', 'milk'}"
1230_112015,"{'meats', 'alcohol', 'grains'}"
1230_122014,"{'energy drinks', 'alcohol'}"
1231_012015,"{'vegetables', 'sugary'}"
1231_052015,"{'alcohol', 'others', 'other foods'}"
1231_062015,"{'fruit', 'chemistry products'}"
1231_092014,"{'dairy', 'other foods'}"
1231_102015,"{'meats', 'dairy', 'vegetables', 'other foods'}"
1231_112014,"{'dairy', 'energy drinks'}"
1232_012015,"{'water', 'alcohol', 'other item', 'dairy', 'fruit'}"
1232_082014,"{'alcohol', 'grains'}"
1233_032015,"{'energy drinks', 'grains', 'alcohol', 'other foods', 'other item'}"
1233_072014,"{'dairy', 'milk'}"
1233_072015,"{'meats', 'milk'}"
1233_082014,"{'vegetables', 'other item'}"
1233_082015,"{'vegetables', 'milk'}"
1233_092014,"{'bags', 'other foods'}"
1234_032014,"{'vegetables', 'water', 'other foods'}"
1234_042014,"{'dairy', 'energy drinks', 'bags'}"
1234_112015,"{'vegetables', 'other foods'}"
1234_122014,"{'dairy', 'grains'}"
1235_012014,"{'energy drinks', 'water'}"
1235_012015,"{'meats', 'dairy', 'alcohol'}"
1235_042014,"{'vegetables', 'milk'}"
1235_052014,"{'dairy', 'other item', 'pet care'}"
1235_052015,"{'grains', 'bags'}"
1235_062014,"{'dairy', 'vegetables', 'alcohol', 'chemistry products'}"
1236_062014,"{'fruit', 'others'}"
1236_112015,"{'milk', 'bags'}"
1237_012014,"{'dairy', 'milk'}"
1237_022014,"{'alcohol', 'house facilities'}"
1237_062014,"{'meats', 'dairy', 'vegetables'}"
1237_082015,"{'dairy', 'other item'}"
1237_092015,"{'energy drinks', 'vegetables', 'grains', 'seasoning', 'meats', 'fruit', 'milk'}"
1237_102014,"{'other drinks', 'seasoning'}"
1237_122014,"{'fruit', 'vegetables'}"
1238_012015,"{'meats', 'other foods'}"
1239_012015,{'milk'}
1239_022014,"{'grains', 'other item'}"
1239_022015,"{'dairy', 'other foods'}"
1239_032015,"{'meats', 'dairy'}"
1239_042014,"{'meats', 'energy drinks'}"
1239_072015,"{'dairy', 'alcohol', 'others', 'water'}"
1239_082015,"{'fruit', 'grains'}"
1240_042015,"{'vegetables', 'seasoning', 'other item', 'meats', 'milk'}"
1240_072014,"{'dairy', 'vegetables'}"
1240_112014,"{'energy drinks', 'bags'}"
1241_032014,"{'other foods', 'other item'}"
1241_052015,"{'meats', 'vegetables', 'grains'}"
1241_082014,"{'energy drinks', 'grains', 'sugary'}"
1241_112014,"{'dairy', 'milk'}"
1242_042015,"{'vegetables', 'water', 'pet care', 'alcohol', 'meats', 'fruit'}"
1242_052015,{'meats'}
1242_122014,"{'dairy', 'sugary'}"
1242_122015,"{'grains', 'seasoning', 'other foods', 'fruit', 'other drinks', 'bags'}"
1243_082014,"{'energy drinks', 'bags'}"
1244_072014,"{'dairy', 'milk'}"
1244_112014,"{'energy drinks', 'water', 'sugary', 'other foods', 'other item', 'bags'}"
1245_022015,"{'bags', 'milk', 'sugary', 'other item'}"
1245_042015,"{'meats', 'bags'}"
1245_062015,"{'energy drinks', 'fruit', 'dairy', 'bags'}"
1245_082015,"{'fruit', 'other item'}"
1245_092014,"{'energy drinks', 'grains'}"
1245_092015,"{'fruit', 'vegetables'}"
1245_122014,"{'dairy', 'vegetables'}"
1246_022014,"{'dairy', 'alcohol'}"
1246_032014,"{'dairy', 'other foods'}"
1246_062014,{'fruit'}
1246_122014,"{'vegetables', 'milk'}"
1247_042014,{'vegetables'}
1247_082014,"{'dairy', 'sugary'}"
1248_012014,"{'meats', 'dairy'}"
1248_032014,{'other foods'}
1248_072014,"{'sugary', 'other foods'}"
1248_082014,"{'cosmetics', 'fruit'}"
1248_082015,"{'dairy', 'other item'}"
1248_092014,{'vegetables'}
1248_122015,"{'meats', 'milk'}"
1249_012014,"{'energy drinks', 'fruit'}"
1249_112014,"{'meats', 'energy drinks', 'alcohol'}"
1250_082014,"{'vegetables', 'sugary'}"
1251_112015,"{'juice', 'alcohol', 'sugary'}"
1252_042015,"{'meats', 'energy drinks', 'others', 'milk'}"
1252_082014,"{'fruit', 'vegetables'}"
1252_112015,"{'meats', 'grains'}"
1253_012014,"{'alcohol', 'grains'}"
1253_062015,"{'meats', 'dairy', 'seasoning'}"
1254_032014,"{'meats', 'others'}"
1254_042015,"{'alcohol', 'sugary'}"
1255_092014,"{'energy drinks', 'alcohol'}"
1256_022015,"{'meats', 'energy drinks'}"
1256_062014,"{'energy drinks', 'other drinks'}"
1256_072014,"{'fruit', 'other foods'}"
1256_082015,"{'dairy', 'milk', 'seasoning', 'other item'}"
1256_102014,"{'vegetables', 'seasoning'}"
1257_052014,"{'dairy', 'sugary'}"
1257_092014,"{'dairy', 'other item'}"
1258_042014,"{'dairy', 'energy drinks'}"
1258_092014,"{'juice', 'other foods', 'vegetables', 'other item'}"
1259_042014,"{'milk', 'bags'}"
1259_062014,"{'juice', 'fruit'}"
1259_092015,"{'milk', 'sugary'}"
1259_102014,"{'meats', 'energy drinks'}"
1259_112015,"{'vegetables', 'meats', 'dairy', 'fruit', 'others'}"
1260_042014,"{'fruit', 'bags'}"
1260_092014,"{'meats', 'dairy'}"
1261_052015,"{'dairy', 'other foods', 'other item'}"
1261_062014,"{'vegetables', 'milk', 'other foods'}"
1262_072014,"{'vegetables', 'milk'}"
1262_122014,"{'meats', 'seasoning'}"
1263_102014,"{'meats', 'alcohol'}"
1263_112014,"{'fruit', 'vegetables'}"
1264_072015,"{'energy drinks', 'vegetables', 'grains', 'seasoning', 'meats', 'dairy', 'fruit'}"
1264_112014,"{'dairy', 'fruit', 'grains'}"
1264_112015,"{'dairy', 'grains', 'water', 'seasoning'}"
1264_122015,"{'fruit', 'sugary'}"
1265_012014,"{'energy drinks', 'vegetables', 'milk'}"
1265_012015,"{'meats', 'vegetables', 'other foods'}"
1265_032015,"{'meats', 'grains'}"
1265_042015,"{'meats', 'dairy'}"
1265_052014,"{'meats', 'grains', 'vegetables', 'milk'}"
1265_072015,"{'vegetables', 'grains', 'sugary', 'meats', 'dairy', 'fruit'}"
1265_092015,"{'fruit', 'alcohol', 'bags'}"
1266_082014,"{'dairy', 'vegetables'}"
1267_052014,"{'dairy', 'milk'}"
1268_012014,"{'vegetables', 'grains', 'other foods'}"
1268_072014,"{'alcohol', 'milk'}"
1268_092014,"{'alcohol', 'seasoning'}"
1268_102014,"{'meats', 'other item'}"
1269_042014,"{'fruit', 'vegetables', 'seasoning', 'other item'}"
1269_072014,"{'meats', 'fruit', 'alcohol'}"
1269_092015,"{'vegetables', 'milk', 'chemistry products'}"
1269_122015,"{'vegetables', 'alcohol', 'milk'}"
1270_032015,"{'fruit', 'grains'}"
1270_042015,"{'meats', 'others'}"
1270_122014,"{'others', 'sugary'}"
1272_072014,"{'sugary', 'house facilities'}"
1273_012015,"{'meats', 'grains'}"
1273_042015,"{'milk', 'seasoning'}"
1274_042014,"{'dairy', 'fruit'}"
1274_052014,"{'sugary', 'other item'}"
1274_102014,"{'energy drinks', 'vegetables', 'dairy'}"
1275_012014,"{'bags', 'vegetables', 'milk', 'other foods'}"
1275_022015,"{'meats', 'vegetables', 'seasoning'}"
1275_042015,"{'dairy', 'cosmetics'}"
1275_062014,"{'dairy', 'cosmetics', 'sugary', 'other item'}"
1275_072015,"{'dairy', 'vegetables', 'milk', 'sugary'}"
1275_102014,"{'fruit', 'grains'}"
1275_102015,"{'grains', 'sugary'}"
1275_112015,"{'fruit', 'seasoning'}"
1276_032015,{'dairy'}
1276_042015,"{'meats', 'alcohol', 'milk', 'other item'}"
1276_072014,"{'sugary', 'house facilities'}"
1276_082015,"{'dairy', 'milk', 'grains'}"
1276_112015,"{'dairy', 'milk'}"
1277_012014,"{'dairy', 'grains'}"
1277_012015,"{'meats', 'other item'}"
1277_022015,"{'meats', 'bags'}"
1277_072015,"{'grains', 'sugary', 'dairy', 'others', 'milk'}"
1277_102015,"{'vegetables', 'other foods'}"
1278_012014,"{'vegetables', 'others'}"
1278_062014,"{'meats', 'fruit', 'others'}"
1278_072015,"{'meats', 'vegetables'}"
1278_092015,"{'vegetables', 'sugary', 'water', 'alcohol', 'house facilities', 'dairy'}"
1279_022014,"{'dairy', 'other item'}"
1279_042014,"{'dairy', 'grains'}"
1279_062015,"{'meats', 'dairy', 'fruit', 'other item'}"
1279_072015,"{'meats', 'vegetables'}"
1279_082014,"{'meats', 'energy drinks'}"
1279_102015,"{'meats', 'fruit', 'other drinks', 'milk'}"
1280_032014,"{'others', 'other item'}"
1280_042014,"{'milk', 'sugary', 'seasoning'}"
1280_122015,"{'meats', 'milk'}"
1281_022015,"{'vegetables', 'others', 'other item'}"
1281_072014,"{'meats', 'other item'}"
1281_112015,"{'energy drinks', 'fruit', 'others'}"
1282_042014,"{'vegetables', 'bags'}"
1282_062014,"{'energy drinks', 'grains', 'water', 'bags'}"
1282_102014,"{'vegetables', 'other foods'}"
1282_112015,"{'dairy', 'alcohol'}"
1283_032015,"{'dairy', 'vegetables', 'milk'}"
1283_052014,"{'meats', 'water'}"
1283_052015,"{'others', 'water', 'sugary'}"
1283_062015,"{'others', 'other foods'}"
1283_092014,"{'dairy', 'water'}"
1283_092015,"{'meats', 'vegetables'}"
1283_112015,"{'vegetables', 'milk'}"
1284_012014,{'other foods'}
1284_062014,"{'other item', 'other foods'}"
1285_052014,"{'water', 'fruit', 'others', 'sugary'}"
1285_062014,"{'dairy', 'fruit', 'sugary', 'bags'}"
1285_072015,"{'dairy', 'cosmetics'}"
1285_082014,"{'dairy', 'other item'}"
1285_102014,"{'energy drinks', 'grains'}"
1286_022014,"{'vegetables', 'grains'}"
1286_042014,"{'meats', 'vegetables', 'other foods'}"
1286_072014,"{'cosmetics', 'alcohol'}"
1286_082015,"{'dairy', 'sugary', 'seasoning'}"
1286_102015,"{'meats', 'energy drinks'}"
1286_122014,"{'vegetables', 'sugary'}"
1286_122015,"{'energy drinks', 'milk'}"
1287_012015,"{'meats', 'fruit'}"
1287_072014,"{'fruit', 'other foods'}"
1287_082014,"{'meats', 'dairy', 'vegetables', 'other foods'}"
1287_082015,"{'sugary', 'other foods', 'dairy', 'fruit', 'milk'}"
1288_082014,"{'chemistry products', 'milk', 'others', 'other foods'}"
1288_092014,"{'fruit', 'milk', 'other item'}"
1289_082015,"{'alcohol', 'vegetables', 'grains', 'other foods'}"
1289_092014,"{'dairy', 'vegetables', 'others', 'other item'}"
1289_102014,"{'dairy', 'alcohol', 'seasoning'}"
1290_022014,"{'grains', 'other foods'}"
1290_042015,"{'vegetables', 'pet care', 'alcohol', 'other foods', 'meats', 'dairy', 'milk'}"
1290_092015,"{'meats', 'other foods'}"
1291_012014,"{'vegetables', 'seasoning', 'other item'}"
1291_012015,"{'fruit', 'other item', 'other foods'}"
1291_032015,"{'juice', 'other foods'}"
1291_062015,"{'milk', 'other item'}"
1292_052015,"{'milk', 'other item'}"
1292_102015,"{'meats', 'other drinks'}"
1293_012015,"{'milk', 'others'}"
1293_052015,"{'dairy', 'fruit', 'sugary', 'other foods'}"
1293_082014,"{'alcohol', 'bags'}"
1293_102015,"{'dairy', 'milk'}"
1294_052014,"{'cosmetics', 'grains'}"
1294_062014,"{'alcohol', 'others'}"
1294_072014,"{'other foods', 'grains', 'milk'}"
1294_082014,"{'energy drinks', 'vegetables'}"
1294_122014,"{'dairy', 'other foods'}"
1295_012015,"{'meats', 'water'}"
1295_032014,"{'energy drinks', 'vegetables'}"
1295_072015,"{'meats', 'dairy', 'sugary'}"
1296_022014,"{'grains', 'vegetables', 'milk'}"
1296_052014,"{'dairy', 'other foods'}"
1296_062015,"{'fruit', 'vegetables', 'other drinks'}"
1296_082015,"{'meats', 'dairy', 'fruit', 'sugary'}"
1296_112015,"{'dairy', 'vegetables'}"
1296_122014,"{'alcohol', 'grains'}"
1297_012014,"{'dairy', 'alcohol'}"
1297_042014,"{'seasoning', 'other foods'}"
1297_062014,"{'meats', 'house facilities'}"
1297_122014,"{'meats', 'dairy', 'others'}"
1298_062015,"{'meats', 'energy drinks', 'others'}"
1298_072014,"{'grains', 'other item'}"
1298_072015,"{'alcohol', 'other foods'}"
