invoice,itemDescription
1135_102015,"{'soda', 'sausage', 'shopping bags', 'butter', 'dessert'}"
1136_022014,"{'flower (seeds)', 'citrus fruit'}"
1136_032015,"{'whole milk', 'butter milk', 'brown bread', 'tropical fruit'}"
1136_042014,"{'fruit/vegetable juice', 'rolls/buns'}"
1136_052014,"{'shopping bags', 'instant coffee'}"
1136_062015,"{'herbs', 'citrus fruit'}"
1136_072014,"{'butter milk', 'root vegetables'}"
1136_092014,"{'other vegetables', 'tropical fruit'}"
1136_102015,"{'other vegetables', 'beef'}"
1137_052014,"{'canned beer', 'nut snack'}"
1137_092015,"{'other vegetables', 'whole milk', 'sugar'}"
1138_022015,"{'butter milk', 'rolls/buns', 'root vegetables', 'whole milk'}"
1138_072014,"{'citrus fruit', 'napkins'}"
1139_012014,"{'tropical fruit', 'soft cheese'}"
1139_012015,"{'misc. beverages', 'tropical fruit'}"
1139_022014,"{'brown bread', 'canned beer', 'rolls/buns'}"
1139_102014,"{'pickled vegetables', 'pork'}"
1140_012015,"{'frankfurter', 'photo/film', 'curd', 'waffles', 'other vegetables'}"
1140_062015,"{'cling film/bags', 'pip fruit', 'other vegetables'}"
1141_022014,"{'whole milk', 'rolls/buns', 'soda'}"
1141_082014,"{'yogurt', 'rolls/buns', 'cat food', 'tropical fruit'}"
1141_122014,"{'white bread', 'berries'}"
1142_052014,"{'soups', 'newspapers'}"
1142_062015,"{'chicken', 'brown bread'}"
1142_102014,"{'soda', 'other vegetables', 'rolls/buns', 'napkins'}"
1143_012015,"{'misc. beverages', 'spread cheese'}"
1143_042015,"{'soda', 'whole milk', 'sugar'}"
1143_072014,"{'soda', 'UHT-milk'}"
1143_112014,"{'soda', 'pickled vegetables', 'pork', 'oil'}"
1144_012015,"{'soda', 'chicken', 'whole milk', 'white bread', 'whipped/sour cream', 'domestic eggs', 'meat'}"
1144_072014,"{'domestic eggs', 'pork'}"
1144_082014,"{'coffee', 'root vegetables'}"
1144_082015,"{'canned beer', 'fish'}"
1144_102015,"{'white bread', 'hard cheese', 'root vegetables'}"
1145_052014,"{'brown bread', 'other vegetables'}"
1145_072015,"{'root vegetables', 'tropical fruit'}"
1145_092014,"{'soda', 'bottled beer'}"
1146_012014,"{'curd', 'soft cheese'}"
1146_022014,"{'cereals', 'pip fruit', 'frozen vegetables', 'root vegetables'}"
1146_032014,"{'candy', 'other vegetables', 'sliced cheese', 'berries'}"
1146_052014,"{'soda', 'yogurt'}"
1146_112015,"{'bottled beer', 'whole milk'}"
1146_122014,"{'shopping bags', 'bottled water', 'waffles'}"
1146_122015,"{'pork', 'margarine'}"
1147_012014,"{'soda', 'whole milk'}"
1147_042014,"{'detergent', 'frozen meals'}"
1147_112014,"{'specialty chocolate', 'canned fish'}"
1148_012014,"{'soda', 'long life bakery product', 'other vegetables', 'root vegetables'}"
1148_012015,"{'pork', 'yogurt'}"
1148_042015,"{'yogurt', 'baking powder', 'sausage', 'dog food', 'shopping bags', 'whole milk', 'white bread', 'sliced cheese'}"
1148_092015,"{'soda', 'pork', 'other vegetables', 'tropical fruit'}"
1149_062015,"{'soda', 'chicken', 'bottled beer', 'yogurt'}"
1149_122015,"{'seasonal products', 'yogurt', 'frozen vegetables'}"
1150_042015,"{'fruit/vegetable juice', 'other vegetables'}"
1150_052015,"{'canned beer', 'sugar'}"
1150_062014,"{'UHT-milk', 'bottled water', 'rolls/buns', 'long life bakery product'}"
1150_082014,"{'pip fruit', 'berries'}"
1151_092015,"{'pastry', 'pip fruit', 'berries'}"
1151_122014,"{'curd', 'soft cheese'}"
1152_042015,"{'soda', 'frozen meals'}"
1152_052015,"{'rolls/buns', 'whole milk'}"
1152_072015,"{'domestic eggs', 'pork'}"
1152_122014,"{'soda', 'curd cheese'}"
1153_022015,"{'butter', 'ice cream'}"
1153_032014,"{'rolls/buns', 'canned beer', 'dish cleaner', 'tropical fruit'}"
1153_082014,"{'cake bar', 'chicken'}"
1153_082015,"{'grapes', 'whole milk'}"
1153_102014,"{'whole milk', 'bottled beer', 'chewing gum', 'ready soups'}"
1153_102015,"{'frankfurter', 'mustard', 'soft cheese'}"
1154_052014,"{'female sanitary products', 'rolls/buns'}"
1154_052015,"{'whole milk', 'canned beer', 'citrus fruit', 'sausage'}"
1154_062015,"{'frozen vegetables', 'other vegetables', 'root vegetables'}"
1155_012015,"{'yogurt', 'sausage', 'whole milk', 'pet care'}"
1155_102015,"{'house keeping products', 'whole milk'}"
1155_122015,"{'frankfurter', 'brandy'}"
1156_092015,"{'other vegetables', 'berries'}"
1157_032014,"{'curd', 'beef', 'frozen meals'}"
1157_042014,"{'UHT-milk', 'whole milk', 'tropical fruit', 'napkins'}"
1158_022014,"{'bottled water', 'whole milk'}"
1158_032015,"{'yogurt', 'citrus fruit'}"
1158_082015,"{'cream cheese ', 'whole milk'}"
1158_102015,"{'butter', 'other vegetables', 'rolls/buns', 'root vegetables'}"
1159_012014,"{'light bulbs', 'citrus fruit'}"
1159_062014,"{'domestic eggs', 'frozen vegetables'}"
1159_062015,"{'soda', 'citrus fruit'}"
1160_012015,"{'shopping bags', 'frozen meals'}"
1160_042014,"{'yogurt', 'whole milk'}"
1160_042015,"{'butter', 'chewing gum'}"
1160_062014,"{'root vegetables', 'whole milk'}"
1160_082015,"{'coffee', 'domestic eggs', 'bottled beer', 'beef'}"
1160_112015,"{'mustard', 'pip fruit', 'tropical fruit'}"
1161_012014,"{'bottled beer', 'beef', 'newspapers'}"
1161_032015,"{'yogurt', 'other vegetables', 'whole milk', 'spread cheese'}"
1162_012014,"{'white bread', 'yogurt'}"
1162_032014,"{'fruit/vegetable juice', 'canned beer', 'male cosmetics', 'berries'}"
1162_052014,"{'coffee', 'misc. beverages'}"
1162_062015,"{'canned beer', 'citrus fruit'}"
1162_082014,"{'red/blush wine', 'salty snack'}"
1163_042014,"{'white bread', 'frozen vegetables'}"
1163_112014,"{'bottled water', 'sausage'}"
1163_122015,"{'beef', 'citrus fruit', 'newspapers', 'whole milk', 'bottled water'}"
1164_012015,"{'other vegetables', 'sliced cheese'}"
1164_032015,"{'root vegetables', 'whole milk', 'canned vegetables'}"
1165_012014,"{'house keeping products', 'beef'}"
1165_022014,"{'whole milk', 'frozen vegetables'}"
1165_042015,"{'chocolate', 'pork', 'packaged fruit/vegetables'}"
1165_122015,"{'spices', 'curd'}"
1166_022014,"{'brown bread', 'root vegetables'}"
1166_032014,"{'bottled water', 'tropical fruit'}"
1167_012014,"{'other vegetables', 'rolls/buns'}"
1167_022015,"{'coffee', 'domestic eggs'}"
1168_062015,"{'frankfurter', 'frozen vegetables'}"
1168_102014,"{'herbs', 'long life bakery product', 'sweet spreads'}"
1168_112015,"{'UHT-milk', 'bottled beer', 'chocolate', 'whole milk'}"
1169_012014,"{'soda', 'detergent', 'rolls/buns', 'waffles', 'whole milk', 'white bread', 'other vegetables'}"
1169_022014,"{'soda', 'margarine'}"
1169_042014,"{'bottled water', 'liquor', 'napkins'}"
1169_052014,"{'cleaner', 'newspapers', 'finished products', 'whipped/sour cream', 'napkins'}"
1169_122014,"{'cake bar', 'bottled beer'}"
1170_012015,"{'chicken', 'pip fruit'}"
1170_032014,"{'chocolate', 'shopping bags'}"
1170_032015,"{'sparkling wine', 'whole milk'}"
1170_052014,"{'canned beer', 'whole milk'}"
1170_092014,"{'whipped/sour cream', 'pip fruit'}"
1170_092015,"{'whipped/sour cream', 'citrus fruit'}"
1170_122015,"{'soda', 'pork', 'dog food', 'turkey', 'rolls/buns', 'whole milk', 'bottled water'}"
1171_012014,"{'soda', 'whipped/sour cream'}"
1171_012015,"{'specialty chocolate', 'beverages'}"
1171_042014,"{'soda', 'brown bread', 'other vegetables', 'pasta'}"
1171_052015,"{'bottled water', 'onions'}"
1173_042014,"{'margarine', 'rolls/buns'}"
1173_072014,"{'specialty bar', 'newspapers'}"
1173_072015,"{'fruit/vegetable juice', 'bottled beer', 'rolls/buns'}"
1173_102015,"{'hard cheese', 'rolls/buns'}"
1174_012015,"{'whipped/sour cream', 'pip fruit'}"
1174_072014,"{'syrup', 'citrus fruit'}"
1174_112014,"{'pickled vegetables', 'baking powder'}"
1174_112015,"{'fruit/vegetable juice', 'rolls/buns', 'soft cheese'}"
1174_122014,"{'cling film/bags', 'root vegetables'}"
1175_022014,"{'other vegetables', 'hamburger meat'}"
1175_062014,"{'specialty chocolate', 'brown bread', 'citrus fruit'}"
1175_062015,"{'yogurt', 'beef', 'butter', 'berries', 'chocolate', 'bottled water'}"
1175_092014,"{'oil', 'pasta'}"
1175_102015,"{'soda', 'yogurt', 'shopping bags', 'citrus fruit', 'whole milk', 'white wine'}"
1176_032015,"{'tropical fruit', 'whole milk'}"
1176_042014,"{'soda', 'hard cheese', 'sugar', 'whole milk', 'bottled water'}"
1176_082015,"{'other vegetables', 'pastry'}"
1176_092014,"{'other vegetables', 'tropical fruit'}"
1176_112014,"{'domestic eggs', 'curd cheese', 'frozen potato products'}"
1177_102015,"{'brown bread', 'canned beer', 'dessert', 'rolls/buns'}"
1178_032015,"{'coffee', 'oil'}"
1178_042015,"{'pork', 'ice cream', 'other vegetables', 'salt'}"
1178_062014,"{'shopping bags', 'tropical fruit'}"
1178_112015,"{'chocolate', 'bottled water', 'jam'}"
1179_082014,"{'soda', 'cereals'}"
1179_112014,"{'chicken', 'napkins', 'frozen meals'}"
1180_022014,"{'whole milk', 'frozen potato products'}"
1180_082014,"{'white bread', 'citrus fruit'}"
1181_072014,"{'bottled beer', 'oil', 'whole milk', 'dishes'}"
1181_102014,"{'white bread', 'mayonnaise'}"
1181_112015,"{'root vegetables', 'sausage'}"
1182_012015,"{'butter milk', 'beef', 'hamburger meat', 'shopping bags', 'ice cream', 'soft cheese', 'whole milk'}"
1182_062014,"{'butter', 'mustard'}"
1182_092014,"{'red/blush wine', 'rolls/buns'}"
1182_112014,"{'candy', 'baking powder', 'canned fish'}"
1182_112015,"{'pip fruit', 'hamburger meat'}"
1183_042015,"{'domestic eggs', 'sausage'}"
1183_062015,"{'pastry', 'butter', 'root vegetables', 'brown bread', 'ham', 'spread cheese'}"
1183_122015,"{'bottled beer', 'sausage', 'butter', 'canned beer', 'brown bread', 'cream cheese ', 'dessert', 'other vegetables'}"
1184_062014,"{'whole milk', 'beef', 'newspapers'}"
1184_062015,"{'root vegetables', 'sweet spreads'}"
1185_082014,"{'whole milk', 'beef', 'frozen meals'}"
1185_082015,"{'chocolate', 'specialty bar', 'pip fruit'}"
1185_092014,"{'frankfurter', 'canned beer', 'ice cream', 'chewing gum'}"
1186_032014,"{'white bread', 'domestic eggs'}"
1186_042014,"{'soda', 'detergent'}"
1186_042015,"{'canned fruit', 'other vegetables', 'whole milk'}"
1186_092014,"{'soda', 'butter'}"
1187_082014,{'soda'}
1187_092014,"{'domestic eggs', 'citrus fruit'}"
1187_122015,"{'shopping bags', 'onions', 'other vegetables'}"
1188_042014,"{'cleaner', 'butter milk', 'bottled water'}"
1188_092015,"{'soda', 'rolls/buns', 'whole milk'}"
1188_112014,"{'bottled beer', 'other vegetables'}"
1189_022014,"{'dessert', 'tropical fruit'}"
1189_042014,"{'bottled beer', 'sliced cheese'}"
1190_042014,"{'bottled beer', 'hamburger meat'}"
1190_052014,"{'soda', 'pip fruit', 'rolls/buns'}"
1190_062014,"{'soda', 'bottled water'}"
1190_102014,"{'whipped/sour cream', 'specialty chocolate', 'canned beer', 'root vegetables'}"
1190_102015,"{'sparkling wine', 'waffles'}"
1190_112014,"{'meat spreads', 'other vegetables'}"
1190_112015,{'root vegetables'}
1191_082015,"{'specialty chocolate', 'other vegetables', 'citrus fruit', 'hamburger meat'}"
1191_102014,"{'white bread', 'berries'}"
1192_092015,"{'seasonal products', 'butter', 'fruit/vegetable juice'}"
1192_122014,"{'brown bread', 'pastry'}"
1193_022014,"{'soda', 'shopping bags'}"
1193_122015,"{'citrus fruit', 'root vegetables'}"
1194_012014,"{'bottled water', 'honey', 'whole milk'}"
1194_022014,"{'pip fruit', 'napkins'}"
1194_052015,"{'coffee', 'butter', 'pastry', 'soda'}"
1195_042015,"{'finished products', 'liquor'}"
1195_082014,"{'shopping bags', 'butter'}"
1195_092015,"{'whole milk', 'soft cheese'}"
1196_012014,"{'shopping bags', 'pip fruit'}"
1196_082014,"{'domestic eggs', 'newspapers'}"
1196_112015,"{'bottled beer', 'candy', 'mayonnaise', 'rolls/buns'}"
1197_012015,"{'chocolate', 'sausage'}"
1197_032014,"{'brown bread', 'pip fruit', 'whole milk', 'waffles'}"
1197_042015,"{'yogurt', 'citrus fruit'}"
1197_112015,"{'yogurt', 'misc. beverages', 'packaged fruit/vegetables', 'citrus fruit', 'root vegetables', 'whipped/sour cream', 'sliced cheese'}"
1197_122014,"{'whipped/sour cream', 'beef'}"
1198_012015,"{'specialty chocolate', 'other vegetables', 'newspapers'}"
1198_032014,"{'citrus fruit', 'napkins'}"
1198_072014,"{'specialty chocolate', 'frozen fish'}"
1199_032014,"{'grapes', 'rolls/buns'}"
1199_092015,"{'sausage', 'beverages'}"
1199_102015,"{'sugar', 'flour', 'salty snack', 'canned vegetables', 'bottled water'}"
1199_112015,"{'whole milk', 'white bread', 'popcorn', 'rolls/buns'}"
1200_022014,"{'detergent', 'brown bread'}"
1200_082015,"{'citrus fruit', 'root vegetables'}"
1200_092015,"{'canned fish', 'candy', 'dessert', 'rolls/buns'}"
1201_102014,"{'whole milk', 'candles'}"
1201_112014,"{'coffee', 'misc. beverages'}"
1202_042014,"{'coffee', 'oil'}"
1202_042015,"{'yogurt', 'rolls/buns'}"
1202_072014,"{'yogurt', 'roll products '}"
1202_072015,"{'soda', 'semi-finished bread', 'curd cheese', 'root vegetables'}"
1204_042014,"{'soda', 'beverages'}"
1204_052014,"{'whole milk', 'yogurt', 'root vegetables', 'waffles'}"
1204_062014,"{'pastry', 'rolls/buns'}"
1204_072015,"{'pip fruit', 'sliced cheese'}"
1204_112015,"{'grapes', 'chicken', 'bottled beer', 'root vegetables'}"
1204_122014,"{'chocolate', 'softener'}"
1205_032015,"{'yogurt', 'whole milk', 'chewing gum'}"
1205_042014,"{'oil', 'whole milk'}"
1205_122014,"{'white bread', 'bottled water', 'curd', 'ready soups'}"
1206_022015,"{'cat food', 'sausage'}"
1206_032014,"{'hygiene articles', 'candles', 'tropical fruit'}"
1206_052015,"{'soda', 'sausage', 'pastry', 'sugar', 'rolls/buns', 'whole milk', 'softener', 'other vegetables'}"
1207_042014,"{'shopping bags', 'pickled vegetables', 'ham'}"
1207_092014,"{'semi-finished bread', 'yogurt', 'whole milk'}"
1207_112015,"{'frankfurter', 'whole milk'}"
1208_032014,"{'bottled water', 'soft cheese'}"
1208_082015,"{'shopping bags', 'misc. beverages', 'rolls/buns', 'frozen meals'}"
1208_102014,"{'pork', 'yogurt', 'beef'}"
1208_122015,"{'butter milk', 'tropical fruit'}"
1209_012014,"{'dessert', 'sausage'}"
1209_052014,"{'shopping bags', 'yogurt'}"
1209_082014,"{'brown bread', 'ham'}"
1209_112014,"{'fruit/vegetable juice', 'long life bakery product', 'specialty cheese'}"
1211_042015,"{'other vegetables', 'UHT-milk'}"
1211_052015,"{'specialty bar', 'tropical fruit', 'salty snack', 'rolls/buns'}"
1211_092014,"{'butter', 'margarine'}"
1211_102015,"{'frankfurter', 'butter', 'yogurt', 'specialty bar'}"
1211_122014,"{'domestic eggs', 'specialty bar', 'finished products', 'whole milk'}"
1212_032014,"{'tropical fruit', 'salt'}"
1212_052014,"{'domestic eggs', 'beef'}"
1212_062015,"{'cat food', 'tropical fruit'}"
1212_072015,"{'other vegetables', 'root vegetables'}"
1213_032015,"{'pork', 'margarine', 'beef', 'newspapers', 'chicken', 'brown bread', 'dessert'}"
1213_072015,"{'fruit/vegetable juice', 'domestic eggs'}"
1213_092015,"{'bottled beer', 'citrus fruit'}"
1214_082014,"{'syrup', 'waffles'}"
1214_102015,"{'chicken', 'yogurt', 'meat', 'pip fruit'}"
1215_012015,"{'pip fruit', 'sliced cheese', 'semi-finished bread', 'other vegetables'}"
1215_042014,"{'yogurt', 'sauces'}"
1215_072014,"{'grapes', 'shopping bags', 'root vegetables'}"
1216_042015,"{'onions', 'turkey'}"
1216_062015,"{'brown bread', 'canned beer'}"
1216_072014,"{'citrus fruit', 'long life bakery product'}"
1216_082015,"{'soda', 'pastry', 'specialty fat', 'root vegetables', 'whole milk', 'bottled water', 'tropical fruit', 'napkins'}"
1217_022015,"{'pastry', 'whole milk', 'dog food'}"
1217_032014,"{'grapes', 'bottled water', 'citrus fruit'}"
1217_072014,"{'whole milk', 'sugar'}"
1218_052014,"{'cling film/bags', 'curd', 'meat'}"
1218_052015,"{'butter', 'yogurt', 'sausage', 'whole milk'}"
1218_062015,"{'fruit/vegetable juice', 'other vegetables'}"
1218_072014,"{'pork', 'frozen meals'}"
1218_082014,{'citrus fruit'}
1218_082015,"{'frozen fish', 'rolls/buns', 'tropical fruit'}"
1218_122015,"{'whole milk', 'candles', 'meat', 'tropical fruit'}"
1219_022014,"{'brown bread', 'canned beer'}"
1219_032014,"{'instant coffee', 'red/blush wine'}"
1220_012015,"{'chocolate', 'canned beer', 'margarine'}"
1220_082015,"{'pastry', 'waffles'}"
1220_092015,"{'onions', 'butter milk', 'specialty chocolate', 'dental care', 'rice', 'rolls/buns', 'napkins'}"
1220_112014,"{'sausage', 'pasta'}"
1220_122015,"{'frankfurter', 'ice cream'}"
1221_112014,"{'bottled water', 'sugar'}"
1222_072015,"{'coffee', 'canned beer'}"
1222_092015,"{'onions', 'condensed milk'}"
1223_052014,"{'butter', 'citrus fruit', 'UHT-milk'}"
1223_092014,"{'flour', 'packaged fruit/vegetables'}"
1223_112014,"{'yogurt', 'citrus fruit', 'semi-finished bread'}"
1223_112015,"{'rum', 'ham'}"
1224_082014,"{'UHT-milk', 'cooking chocolate'}"
1224_092014,"{'specialty chocolate', 'sausage'}"
1225_022014,"{'rolls/buns', 'pastry'}"
1225_022015,"{'shopping bags', 'detergent', 'flour', 'whole milk'}"
1225_032014,"{'white bread', 'curd', 'jam', 'whole milk'}"
1225_032015,"{'bottled beer', 'dessert', 'sliced cheese', 'other vegetables'}"
1225_052015,"{'brown bread', 'photo/film'}"
1225_112014,"{'soda', 'butter milk', 'seasonal products'}"
1226_042015,"{'hard cheese', 'pastry'}"
1226_122015,"{'soda', 'specialty bar', 'beef', 'long life bakery product', 'citrus fruit', 'vinegar', 'white bread', 'domestic eggs'}"
1227_082014,"{'whipped/sour cream', 'yogurt'}"
1228_022015,"{'bottled beer', 'photo/film', 'beverages'}"
1229_032014,"{'white bread', 'frozen potato products', 'beef'}"
1229_032015,"{'whipped/sour cream', 'ham', 'newspapers'}"
1229_072014,"{'brown bread', 'mustard'}"
1230_012015,"{'soda', 'butter milk'}"
1230_032014,"{'canned beer', 'sliced cheese'}"
1230_052015,"{'domestic eggs', 'ham'}"
1230_062015,"{'other vegetables', 'whole milk'}"
1230_112015,"{'frankfurter', 'misc. beverages', 'pastry'}"
1230_122014,"{'soda', 'canned beer'}"
1231_012015,"{'onions', 'ice cream'}"
1231_052015,"{'whipped/sour cream', 'photo/film', 'white wine'}"
1231_062015,"{'grapes', 'detergent'}"
1231_092014,"{'yogurt', 'margarine'}"
1231_102015,"{'pork', 'sausage', 'root vegetables', 'flour', 'sliced cheese'}"
1231_112014,"{'soda', 'hard cheese'}"
1232_012015,"{'bottled beer', 'grapes', 'butter', 'rolls/buns', 'bottled water'}"
1232_082014,"{'canned beer', 'pasta'}"
1233_032015,"{'soda', 'margarine', 'salty snack', 'canned beer', 'rolls/buns', 'waffles', 'whipped/sour cream'}"
1233_072014,"{'curd', 'UHT-milk'}"
1233_072015,"{'chicken', 'whole milk'}"
1233_082014,"{'other vegetables', 'rolls/buns'}"
1233_082015,"{'butter milk', 'other vegetables'}"
1233_092014,"{'whipped/sour cream', 'shopping bags'}"
1234_032014,"{'bottled water', 'margarine', 'root vegetables'}"
1234_042014,"{'shopping bags', 'coffee', 'yogurt'}"
1234_112015,"{'salty snack', 'root vegetables'}"
1234_122014,"{'curd', 'pastry'}"
1235_012014,"{'soda', 'bottled water'}"
1235_012015,"{'bottled beer', 'sausage', 'spread cheese'}"
1235_042014,"{'other vegetables', 'condensed milk'}"
1235_052014,"{'processed cheese', 'butter', 'roll products ', 'dog food'}"
1235_052015,"{'shopping bags', 'waffles'}"
1235_062014,"{'abrasive cleaner', 'bottled beer', 'curd', 'canned beer', 'other vegetables'}"
1236_062014,"{'dishes', 'pip fruit', 'newspapers'}"
1236_112015,"{'cling film/bags', 'whole milk'}"
1237_012014,"{'butter milk', 'hard cheese'}"
1237_022014,"{'cleaner', 'misc. beverages'}"
1237_062014,"{'pork', 'other vegetables', 'cream cheese '}"
1237_082015,"{'hard cheese', 'rolls/buns'}"
1237_092015,"{'soda', 'sugar', 'ham', 'whole milk', 'white bread', 'other vegetables', 'tropical fruit'}"
1237_102014,"{'sugar', 'beverages'}"
1237_122014,"{'other vegetables', 'citrus fruit'}"
1238_012015,"{'frankfurter', 'margarine'}"
1239_012015,"{'whole milk', 'condensed milk'}"
1239_022014,"{'roll products ', 'waffles'}"
1239_022015,"{'whipped/sour cream', 'yogurt'}"
1239_032015,"{'processed cheese', 'sausage'}"
1239_042014,"{'soda', 'meat'}"
1239_072015,"{'bottled water', 'finished products', 'yogurt', 'bottled beer'}"
1239_082015,"{'brown bread', 'tropical fruit'}"
1240_042015,"{'baking powder', 'sausage', 'oil', 'frozen vegetables', 'frozen fish', 'whole milk', 'rolls/buns', 'other vegetables'}"
1240_072014,"{'onions', 'hard cheese'}"
1240_112014,"{'soda', 'shopping bags'}"
